FIPS,County name,State,Pop. 1990,Pop. 2000,Pop. 2010,Pop. 2018,Change 2010-2018,Change 2000-2018,Change 1990-2018
54065,Morgan County,West Virginia,"12,128","14,929","17,541","17,787",1.40%,16.07%,31.82%
54067,Nicholas County,West Virginia,"26,775","26,561","26,233","24,842",-5.30%,-6.92%,-7.78%
54069,Ohio County,West Virginia,"50,871","47,432","44,448","41,755",-6.10%,-13.60%,-21.83%
54071,Pendleton County,West Virginia,"8,054","8,186","7,695","6,997",-9.10%,-16.99%,-15.11%
54073,Pleasants County,West Virginia,"7,546","7,513","7,602","7,507",-1.20%,-0.08%,-0.52%
54075,Pocahontas County,West Virginia,"9,008","9,114","8,722","8,414",-3.50%,-8.32%,-7.06%
54077,Preston County,West Virginia,"29,037","29,315","33,520","33,839",1.00%,13.37%,14.19%
54079,Putnam County,West Virginia,"42,835","51,563","55,495","56,682",2.10%,9.03%,24.43%
54081,Raleigh County,West Virginia,"76,819","79,237","78,865","74,254",-5.80%,-6.71%,-3.45%
54083,Randolph County,West Virginia,"27,803","28,274","29,405","28,823",-2.00%,1.90%,3.54%
54085,Ritchie County,West Virginia,"10,233","10,351","10,448","9,721",-7.00%,-6.48%,-5.27%
54087,Roane County,West Virginia,"15,120","15,447","14,927","13,932",-6.70%,-10.87%,-8.53%
54089,Summers County,West Virginia,"14,204","14,381","13,926","12,760",-8.40%,-12.70%,-11.32%
54091,Taylor County,West Virginia,"15,144","16,060","16,888","16,862",-0.20%,4.76%,10.19%
54093,Tucker County,West Virginia,"7,728","7,307","7,141","6,955",-2.60%,-5.06%,-11.11%
54095,Tyler County,West Virginia,"9,796","9,583","9,230","8,746",-5.20%,-9.57%,-12.01%
54097,Upshur County,West Virginia,"22,867","23,394","24,254","24,415",0.70%,4.18%,6.34%
54099,Wayne County,West Virginia,"41,636","42,919","42,495","39,944",-6.00%,-7.45%,-4.24%
54101,Webster County,West Virginia,"10,729","9,716","9,150","8,285",-9.50%,-17.27%,-29.50%
54103,Wetzel County,West Virginia,"19,258","17,690","16,565","15,270",-7.80%,-15.85%,-26.12%
54105,Wirt County,West Virginia,"5,192","5,865","5,715","5,830",2.00%,-0.60%,10.94%
54107,Wood County,West Virginia,"86,915","87,954","86,953","84,203",-3.20%,-4.45%,-3.22%
54109,Wyoming County,West Virginia,"28,990","25,702","23,802","20,786",-12.70%,-23.65%,-39.47%
53001,Adams County,Washington,"13,603","16,426","18,728","19,759",5.50%,16.87%,31.16%
53003,Asotin County,Washington,"17,605","20,553","21,623","22,610",4.60%,9.10%,22.14%
53005,Benton County,Washington,"112,560","142,473","175,169","201,877",15.20%,29.43%,44.24%
53007,Chelan County,Washington,"52,250","66,611","72,460","77,036",6.30%,13.53%,32.17%
53009,Clallam County,Washington,"56,210","64,183","71,404","76,737",7.50%,16.36%,26.75%
53011,Clark County,Washington,"238,053","345,235","425,360","481,857",13.30%,28.35%,50.60%
53013,Columbia County,Washington,"4,024","4,064","4,078","4,059",-0.50%,-0.12%,0.86%
53015,Cowlitz County,Washington,"82,119","92,945","102,408","108,987",6.40%,14.72%,24.65%
53017,Douglas County,Washington,"26,205","32,589","38,427","42,907",11.70%,24.05%,38.93%
53019,Ferry County,Washington,"6,295","7,262","7,554","7,649",1.30%,5.06%,17.70%
53021,Franklin County,Washington,"37,473","49,378","78,163","94,347",20.70%,47.66%,60.28%
53023,Garfield County,Washington,"2,248","2,397","2,266","2,247",-0.80%,-6.68%,-0.04%
53025,Grant County,Washington,"54,798","74,714","89,124","97,331",9.20%,23.24%,43.70%
53027,Grays Harbor County,Washington,"64,175","67,141","72,798","73,901",1.50%,9.15%,13.16%
53029,Island County,Washington,"60,195","71,571","78,508","84,460",7.60%,15.26%,28.73%
53031,Jefferson County,Washington,"20,406","26,301","29,872","31,729",6.20%,17.11%,35.69%
53033,King County,Washington,"1,507,305","1,737,075","1,931,292","2,233,163",15.60%,22.21%,32.50%
53035,Kitsap County,Washington,"189,731","231,982","251,143","269,805",7.40%,14.02%,29.68%
53037,Kittitas County,Washington,"26,725","33,369","40,909","47,364",15.80%,29.55%,43.58%
53039,Klickitat County,Washington,"16,616","19,170","20,317","22,107",8.80%,13.29%,24.84%
53041,Lewis County,Washington,"59,358","68,585","75,457","79,604",5.50%,13.84%,25.43%
53043,Lincoln County,Washington,"8,864","10,173","10,570","10,740",1.60%,5.28%,17.47%
53045,Mason County,Washington,"38,341","49,443","60,692","65,507",7.90%,24.52%,41.47%
53047,Okanogan County,Washington,"33,350","39,567","41,117","42,132",2.50%,6.09%,20.84%
53049,Pacific County,Washington,"18,882","20,979","20,919","22,036",5.30%,4.80%,14.31%
53051,Pend Oreille County,Washington,"8,915","11,706","13,001","13,602",4.60%,13.94%,34.46%
53053,Pierce County,Washington,"586,203","700,816","795,217","891,299",12.10%,21.37%,34.23%
53055,San Juan County,Washington,"10,035","14,052","15,769","17,128",8.60%,17.96%,41.41%
53057,Skagit County,Washington,"79,545","103,017","116,893","128,206",9.70%,19.65%,37.96%
53059,Skamania County,Washington,"8,289","9,876","11,070","11,924",7.70%,17.18%,30.48%
53061,Snohomish County,Washington,"465,628","606,043","713,296","814,901",14.20%,25.63%,42.86%
53063,Spokane County,Washington,"361,333","417,968","471,229","514,631",9.20%,18.78%,29.79%
53065,Stevens County,Washington,"30,948","40,082","43,523","45,260",4.00%,11.44%,31.62%
53067,Thurston County,Washington,"161,238","207,392","252,260","286,419",13.50%,27.59%,43.71%
53069,Wahkiakum County,Washington,"3,327","3,824","3,979","4,426",11.20%,13.60%,24.83%
53071,Walla Walla County,Washington,"48,439","55,177","58,781","60,922",3.60%,9.43%,20.49%
53073,Whatcom County,Washington,"127,780","166,822","201,146","225,685",12.20%,26.08%,43.38%
53075,Whitman County,Washington,"38,775","40,742","44,778","49,791",11.20%,18.17%,22.12%
53077,Yakima County,Washington,"188,823","222,578","243,240","251,446",3.40%,11.48%,24.91%
51001,Accomack County,Virginia,"31,703","38,301","33,162","32,412",-2.30%,-18.17%,2.19%
51003,Albemarle County,Virginia,"68,177","83,024","98,988","108,718",9.80%,23.63%,37.29%
51005,Alleghany County,Virginia,"12,815","17,235","16,261","14,910",-8.30%,-15.59%,14.05%
51007,Amelia County,Virginia,"8,787","11,378","12,695","13,013",2.50%,12.56%,32.48%
51009,Amherst County,Virginia,"28,578","31,888","32,354","31,666",-2.10%,-0.70%,9.75%
51011,Appomattox County,Virginia,"12,300","13,703","15,029","15,841",5.40%,13.50%,22.35%
51013,Arlington County,Virginia,"170,895","189,211","207,687","237,521",14.40%,20.34%,28.05%
51015,Augusta County,Virginia,"54,557","65,385","73,753","75,457",2.30%,13.35%,27.70%
51017,Bath County,Virginia,"4,799","5,040","4,727","4,292",-9.20%,-17.43%,-11.81%
51019,Bedford County,Virginia,"45,553","60,226","74,936","78,747",5.10%,23.52%,42.15%
51021,Bland County,Virginia,"6,514","6,869","6,824","6,293",-7.80%,-9.15%,-3.51%
51023,Botetourt County,Virginia,"24,992","30,554","33,150","33,277",0.40%,8.18%,24.90%
51025,Brunswick County,Virginia,"15,987","18,395","17,422","16,384",-6.00%,-12.27%,2.42%
51027,Buchanan County,Virginia,"31,333","26,968","24,100","21,221",-11.90%,-27.08%,-47.65%
51029,Buckingham County,Virginia,"12,873","15,614","17,140","16,999",-0.80%,8.15%,24.27%
51031,Campbell County,Virginia,"47,499","50,997","54,807","54,973",0.30%,7.23%,13.60%
51033,Caroline County,Virginia,"19,217","22,122","28,558","30,772",7.80%,28.11%,37.55%
51035,Carroll County,Virginia,"26,519","29,205","30,076","29,636",-1.50%,1.45%,10.52%
51036,Charles City County,Virginia,"6,282","6,932","7,256","6,941",-4.30%,0.13%,9.49%
51037,Charlotte County,Virginia,"11,688","12,471","12,591","11,938",-5.20%,-4.46%,2.09%
51041,Chesterfield County,Virginia,"209,599","259,879","316,239","348,556",10.20%,25.44%,39.87%
51043,Clarke County,Virginia,"12,101","12,638","14,025","14,523",3.60%,12.98%,16.68%
51045,Craig County,Virginia,"4,372","5,076","5,175","5,064",-2.10%,-0.24%,13.67%
51047,Culpeper County,Virginia,"27,791","34,260","46,691","51,859",11.10%,33.94%,46.41%
51049,Cumberland County,Virginia,"7,825","9,002","10,039","9,809",-2.30%,8.23%,20.23%
51051,Dickenson County,Virginia,"17,620","16,380","15,877","14,523",-8.50%,-12.79%,-21.32%
51053,Dinwiddie County,Virginia,"22,279","24,540","28,014","28,529",1.80%,13.98%,21.91%
51057,Essex County,Virginia,"8,689","9,991","11,149","10,919",-2.10%,8.50%,20.42%
51059,Fairfax County,Virginia,"818,310","969,987","1,081,667","1,150,795",6.40%,15.71%,28.89%
51061,Fauquier County,Virginia,"48,700","55,145","65,236","70,675",8.30%,21.97%,31.09%
51063,Floyd County,Virginia,"11,965","13,840","15,292","15,795",3.30%,12.38%,24.25%
51065,Fluvanna County,Virginia,"12,429","20,012","25,744","26,783",4.00%,25.28%,53.59%
51067,Franklin County,Virginia,"39,549","47,311","56,135","56,195",0.10%,15.81%,29.62%
51069,Frederick County,Virginia,"45,723","59,226","78,283","88,355",12.90%,32.97%,48.25%
51071,Giles County,Virginia,"16,366","16,682","17,286","16,844",-2.60%,0.96%,2.84%
51073,Gloucester County,Virginia,"30,131","34,772","36,859","37,349",1.30%,6.90%,19.33%
51075,Goochland County,Virginia,"14,163","16,866","21,692","23,244",7.20%,27.44%,39.07%
51077,Grayson County,Virginia,"16,278","16,803","15,554","15,631",0.50%,-7.50%,-4.14%
51079,Greene County,Virginia,"10,297","15,231","18,389","19,779",7.60%,22.99%,47.94%
51081,Greensville County,Virginia,"8,553","11,585","12,245","11,627",-5.00%,0.36%,26.44%
51083,Halifax County,Virginia,"36,030","37,350","36,243","34,120",-5.90%,-9.47%,-5.60%
51085,Hanover County,Virginia,"63,306","86,331","99,850","107,239",7.40%,19.50%,40.97%
51087,Henrico County,Virginia,"217,878","263,195","306,810","329,261",7.30%,20.06%,33.83%
51089,Henry County,Virginia,"56,942","57,944","54,182","50,953",-6.00%,-13.72%,-11.75%
51091,Highland County,Virginia,"2,635","2,531","2,319","2,210",-4.70%,-14.52%,-19.23%
51093,Isle of Wight County,Virginia,"25,053","29,724","35,274","36,953",4.80%,19.56%,32.20%
51095,James City County,Virginia,"34,779","48,096","67,385","76,397",13.40%,37.04%,54.48%
51097,King and Queen County,Virginia,"6,289","6,624","6,942","7,042",1.40%,5.94%,10.69%
51099,King George County,Virginia,"13,527","16,811","23,578","26,575",12.70%,36.74%,49.10%
51101,King William County,Virginia,"10,913","13,155","15,927","16,939",6.40%,22.34%,35.57%
51103,Lancaster County,Virginia,"10,896","11,557","11,390","10,783",-5.30%,-7.18%,-1.05%
51105,Lee County,Virginia,"24,496","23,583","25,583","23,541",-8.00%,-0.18%,-4.06%
51107,Loudoun County,Virginia,"86,185","169,599","312,348","406,850",30.30%,58.31%,78.82%
51109,Louisa County,Virginia,"20,325","25,691","33,168","36,778",10.90%,30.15%,44.74%
51111,Lunenburg County,Virginia,"11,419","13,152","12,916","12,086",-6.40%,-8.82%,5.52%
51113,Madison County,Virginia,"11,949","12,509","13,309","13,295",-0.10%,5.91%,10.12%
51115,Mathews County,Virginia,"8,348","9,160","8,976","8,802",-1.90%,-4.07%,5.16%
51117,Mecklenburg County,Virginia,"29,241","32,387","32,720","30,650",-6.30%,-5.67%,4.60%
51119,Middlesex County,Virginia,"8,653","9,895","10,959","10,769",-1.70%,8.12%,19.65%
51121,Montgomery County,Virginia,"73,913","83,632","94,422","98,985",4.80%,15.51%,25.33%
51125,Nelson County,Virginia,"12,778","14,440","15,015","14,836",-1.20%,2.67%,13.87%
51127,New Kent County,Virginia,"10,466","13,472","18,432","22,391",21.50%,39.83%,53.26%
51131,Northampton County,Virginia,"13,061","13,096","12,391","11,735",-5.30%,-11.60%,-11.30%
51133,Northumberland County,Virginia,"10,524","12,257","12,331","12,147",-1.50%,-0.91%,13.36%
51135,Nottoway County,Virginia,"14,993","15,738","15,852","15,420",-2.70%,-2.06%,2.77%
51137,Orange County,Virginia,"21,421","25,870","33,557","36,644",9.20%,29.40%,41.54%
51139,Page County,Virginia,"21,690","23,151","24,052","23,933",-0.50%,3.27%,9.37%
51141,Patrick County,Virginia,"17,473","19,429","18,500","17,673",-4.50%,-9.94%,1.13%
51143,Pittsylvania County,Virginia,"55,672","61,790","63,473","60,949",-4.00%,-1.38%,8.66%
51145,Powhatan County,Virginia,"15,328","22,377","28,064","29,189",4.00%,23.34%,47.49%
51147,Prince Edward County,Virginia,"17,320","19,719","23,357","22,950",-1.70%,14.08%,24.53%
51149,Prince George County,Virginia,"27,390","33,112","35,719","38,082",6.60%,13.05%,28.08%
51153,Prince William County,Virginia,"214,954","281,317","401,997","468,011",16.40%,39.89%,54.07%
51155,Pulaski County,Virginia,"34,496","35,129","34,859","34,066",-2.30%,-3.12%,-1.26%
51157,Rappahannock County,Virginia,"6,622","6,994","7,503","7,252",-3.30%,3.56%,8.69%
51159,Richmond County,Virginia,"7,273","8,813","9,254","9,038",-2.30%,2.49%,19.53%
51161,Roanoke County,Virginia,"79,278","85,700","92,462","94,073",1.70%,8.90%,15.73%
51163,Rockbridge County,Virginia,"18,350","20,785","22,358","22,752",1.80%,8.65%,19.35%
51165,Rockingham County,Virginia,"57,482","67,825","76,321","81,244",6.50%,16.52%,29.25%
51167,Russell County,Virginia,"28,667","29,250","28,902","26,748",-7.50%,-9.35%,-7.17%
51169,Scott County,Virginia,"23,204","23,395","23,170","21,534",-7.10%,-8.64%,-7.76%
51171,Shenandoah County,Virginia,"31,636","35,068","41,996","43,497",3.60%,19.38%,27.27%
51173,Smyth County,Virginia,"32,370","33,069","32,214","30,472",-5.40%,-8.52%,-6.23%
51175,Southampton County,Virginia,"17,022","17,482","18,571","17,586",-5.30%,0.59%,3.21%
51177,Spotsylvania County,Virginia,"57,397","90,289","122,449","134,238",9.60%,32.74%,57.24%
51179,Stafford County,Virginia,"62,255","92,456","128,984","149,960",16.30%,38.35%,58.49%
51181,Surry County,Virginia,"6,145","6,824","7,064","6,474",-8.40%,-5.41%,5.08%
51183,Sussex County,Virginia,"10,248","12,507","12,070","11,237",-6.90%,-11.30%,8.80%
51185,Tazewell County,Virginia,"45,960","44,599","45,068","40,855",-9.30%,-9.16%,-12.50%
51187,Warren County,Virginia,"26,142","31,553","37,435","40,003",6.90%,21.12%,34.65%
51191,Washington County,Virginia,"45,887","51,152","54,964","54,402",-1.00%,5.97%,15.65%
51193,Westmoreland County,Virginia,"15,480","16,684","17,460","17,830",2.10%,6.43%,13.18%
51195,Wise County,Virginia,"39,573","42,153","41,450","38,012",-8.30%,-10.89%,-4.11%
51197,Wythe County,Virginia,"25,471","27,601","29,235","28,754",-1.60%,4.01%,11.42%
51199,York County,Virginia,"42,434","56,748","65,239","67,846",4.00%,16.36%,37.46%
51510,Alexandria city,Virginia,"111,183","128,278","140,008","160,530",14.70%,20.09%,30.74%
51520,Bristol city,Virginia,"18,426","17,346","17,739","16,482",-7.10%,-5.24%,-11.79%
51530,Buena Vista city,Virginia,"6,406","6,367","6,607","6,237",-5.60%,-2.08%,-2.71%
51540,Charlottesville city,Virginia,"40,470","41,280","43,425","48,117",10.80%,14.21%,15.89%
51550,Chesapeake city,Virginia,"151,982","199,153","222,306","242,634",9.10%,17.92%,37.36%
51570,Colonial Heights city,Virginia,"16,064","16,909","17,410","17,833",2.40%,5.18%,9.92%
51580,Covington city,Virginia,"7,352","6,294","5,954","5,460",-8.30%,-15.27%,-34.65%
51590,Danville city,Virginia,"53,056","48,312","43,077","40,693",-5.50%,-18.72%,-30.38%
51595,Emporia city,Virginia,"5,556","5,651","5,925","5,121",-13.60%,-10.35%,-8.49%
51600,Fairfax city,Virginia,"19,945","21,576","22,554","24,574",9.00%,12.20%,18.84%
51610,Falls Church city,Virginia,"9,464","10,432","12,279","14,772",20.30%,29.38%,35.93%
51620,Franklin city,Virginia,"8,392","8,351","8,580","8,013",-6.60%,-4.22%,-4.73%
51630,Fredericksburg city,Virginia,"19,033","19,367","24,178","29,144",20.50%,33.55%,34.69%
51640,Galax city,Virginia,"6,745","6,911","6,989","6,423",-8.10%,-7.60%,-5.01%
51650,Hampton city,Virginia,"133,773","146,436","137,384","134,313",-2.20%,-9.03%,0.40%
51660,Harrisonburg city,Virginia,"30,707","40,390","48,900","54,033",10.50%,25.25%,43.17%
51670,Hopewell city,Virginia,"23,101","22,278","22,591","22,596",0.00%,1.41%,-2.23%
51678,Lexington city,Virginia,"6,959","6,873","7,034","7,136",1.50%,3.69%,2.48%
51680,Lynchburg city,Virginia,"66,120","65,306","75,533","82,126",8.70%,20.48%,19.49%
51683,Manassas city,Virginia,"27,757","34,692","37,819","41,641",10.10%,16.69%,33.34%
51685,Manassas Park city,Virginia,"6,798","10,226","14,241","17,307",21.50%,40.91%,60.72%
51690,Martinsville city,Virginia,"16,162","15,418","13,814","12,902",-6.60%,-19.50%,-25.27%
51700,Newport News city,Virginia,"171,477","180,272","180,994","178,626",-1.30%,-0.92%,4.00%
51710,Norfolk city,Virginia,"261,250","234,463","242,827","244,076",0.50%,3.94%,-7.04%
51720,Norton city,Virginia,"4,247","3,945","3,993","3,968",-0.60%,0.58%,-7.03%
51730,Petersburg city,Virginia,"37,071","33,752","32,435","31,567",-2.70%,-6.92%,-17.44%
51735,Poquoson city,Virginia,"11,005","11,566","12,157","12,190",0.30%,5.12%,9.72%
51740,Portsmouth city,Virginia,"103,910","100,580","95,527","94,632",-0.90%,-6.29%,-9.80%
51750,Radford city,Virginia,"15,940","15,878","16,395","18,339",11.90%,13.42%,13.08%
51760,Richmond city,Virginia,"202,713","196,991","204,327","228,783",12.00%,13.90%,11.40%
51770,Roanoke city,Virginia,"96,487","95,006","96,912","99,920",3.10%,4.92%,3.44%
51775,Salem city,Virginia,"23,835","24,723","24,835","25,643",3.30%,3.59%,7.05%
51790,Staunton city,Virginia,"24,581","23,951","23,745","24,922",5.00%,3.90%,1.37%
51800,Suffolk city,Virginia,"52,143","63,699","84,572","91,185",7.80%,30.14%,42.82%
51810,Virginia Beach city,Virginia,"393,089","425,236","437,903","450,189",2.80%,5.54%,12.68%
51820,Waynesboro city,Virginia,"18,549","19,617","20,998","22,628",7.80%,13.31%,18.03%
51830,Williamsburg city,Virginia,"11,600","11,998","13,689","14,896",8.80%,19.45%,22.13%
51840,Winchester city,Virginia,"21,947","23,599","26,223","28,108",7.20%,16.04%,21.92%
50001,Addison County,Vermont,"32,953","35,963","36,821","36,973",0.40%,2.73%,10.87%
50003,Bennington County,Vermont,"35,845","36,969","37,125","35,631",-4.00%,-3.76%,-0.60%
50005,Caledonia County,Vermont,"27,846","29,606","31,231","30,302",-3.00%,2.30%,8.11%
50007,Chittenden County,Vermont,"131,761","146,615","156,540","164,572",5.10%,10.91%,19.94%
50009,Essex County,Vermont,"6,405","6,450","6,306","6,250",-0.90%,-3.20%,-2.48%
50011,Franklin County,Vermont,"39,980","45,395","47,752","49,421",3.50%,8.15%,19.10%
50013,Grand Isle County,Vermont,"5,318","6,885","6,970","7,090",1.70%,2.89%,24.99%
50015,Lamoille County,Vermont,"19,735","23,225","24,475","25,300",3.40%,8.20%,22.00%
50017,Orange County,Vermont,"26,149","28,314","28,941","28,999",0.20%,2.36%,9.83%
50019,Orleans County,Vermont,"24,053","26,275","27,234","26,907",-1.20%,2.35%,10.61%
50021,Rutland County,Vermont,"62,142","63,386","61,653","58,672",-4.80%,-8.03%,-5.91%
50023,Washington County,Vermont,"54,928","58,034","59,522","58,140",-2.30%,0.18%,5.52%
50025,Windham County,Vermont,"41,588","44,112","44,513","42,756",-3.90%,-3.17%,2.73%
50027,Windsor County,Vermont,"54,055","57,384","56,661","55,286",-2.40%,-3.79%,2.23%
49001,Beaver County,Utah,"4,765","5,997","6,629","6,580",-0.70%,8.86%,27.58%
49003,Box Elder County,Utah,"36,485","42,755","49,978","54,950",9.90%,22.19%,33.60%
49005,Cache County,Utah,"70,183","91,389","112,656","127,068",12.80%,28.08%,44.77%
49007,Carbon County,Utah,"20,228","20,531","21,403","20,269",-5.30%,-1.29%,0.20%
49009,Daggett County,Utah,690,918,"1,061",980,-7.60%,6.33%,29.59%
49011,Davis County,Utah,"187,941","238,997","306,492","351,713",14.80%,32.05%,46.56%
49013,Duchesne County,Utah,"12,645","14,432","18,605","19,964",7.30%,27.71%,36.66%
49015,Emery County,Utah,"10,332","10,859","10,976","10,014",-8.80%,-8.44%,-3.18%
49017,Garfield County,Utah,"3,980","4,733","5,172","5,080",-1.80%,6.83%,21.65%
49019,Grand County,Utah,"6,620","8,407","9,224","9,764",5.90%,13.90%,32.20%
49021,Iron County,Utah,"20,789","33,793","46,163","52,775",14.30%,35.97%,60.61%
49023,Juab County,Utah,"5,817","8,236","10,246","11,555",12.80%,28.72%,49.66%
49025,Kane County,Utah,"5,169","6,056","7,125","7,709",8.20%,21.44%,32.95%
49027,Millard County,Utah,"11,333","12,405","12,503","13,006",4.00%,4.62%,12.86%
49029,Morgan County,Utah,"5,528","7,132","9,469","12,045",27.20%,40.79%,54.11%
49031,Piute County,Utah,"1,277","1,437","1,557","1,445",-7.20%,0.55%,11.63%
49033,Rich County,Utah,"1,725","1,961","2,264","2,464",8.80%,20.41%,29.99%
49035,Salt Lake County,Utah,"725,956","898,429","1,029,590","1,152,633",12.00%,22.05%,37.02%
49037,San Juan County,Utah,"12,621","14,389","14,745","15,449",4.80%,6.86%,18.31%
